LIBOR_date,LIBOR_price,OIS_date,OIS_price,Oil_date,Oil_price,US_equity_index_date,US_equity_index,US10Y_date,US10Y_yield,USD_trade_weighted_date,USD_trade_weighted_index
10/23/2003,1.16063,10/15/2003,1.014,10/24/2003,30.16,10/24/2003,1028.91,10/15/2003,4.3974,10/24/2003,94.42
10/24/2003,1.16313,10/16/2003,1.023,10/27/2003,29.92,10/27/2003,1031.13,10/16/2003,4.4593,10/27/2003,94.4
10/27/2003,1.16125,10/17/2003,1.024,10/28/2003,29.56,10/28/2003,1046.79,10/17/2003,4.3876,10/28/2003,94.54
10/28/2003,1.16938,10/20/2003,1.025,10/29/2003,28.91,10/29/2003,1048.11,10/20/2003,4.3817,10/29/2003,94.51
10/29/2003,1.16,10/21/2003,1.021,10/30/2003,28.47,10/30/2003,1046.94,10/21/2003,4.342,10/30/2003,94.43
10/30/2003,1.1625,10/22/2003,1.02,10/31/2003,29.11,10/31/2003,1050.71,10/22/2003,4.2513,10/31/2003,94.87
10/31/2003,1.16938,10/23/2003,1.014,11/3/2003,28.9,11/3/2003,1059.02,10/23/2003,4.3163,11/3/2003,95.63
11/3/2003,1.17,10/24/2003,1.013,11/4/2003,28.75,11/4/2003,1053.25,10/24/2003,4.2297,11/4/2003,95.32
11/4/2003,1.17,10/27/2003,1.013,11/5/2003,30.3,11/5/2003,1051.81,10/27/2003,4.2592,11/5/2003,95.35
11/5/2003,1.17,10/28/2003,1.016,11/6/2003,30.26,11/6/2003,1058.05,10/28/2003,4.1768,11/6/2003,95.58
11/6/2003,1.17,10/29/2003,1.012,11/7/2003,30.85,11/7/2003,1053.21,10/29/2003,4.2946,11/7/2003,95.08
11/7/2003,1.17063,10/30/2003,1.013,11/10/2003,30.88,11/10/2003,1047.11,10/30/2003,4.3422,11/10/2003,94.7
11/10/2003,1.18,10/31/2003,1.015,11/11/2003,31.15,11/11/2003,1046.57,10/31/2003,4.2927,11/12/2003,94.44
11/11/2003,1.18,11/3/2003,1.017,11/12/2003,31.33,11/12/2003,1058.56,11/3/2003,4.3403,11/13/2003,94.34
11/12/2003,1.18,11/4/2003,1.013,11/13/2003,31.9,11/13/2003,1058.41,11/4/2003,4.2947,11/14/2003,94.35
11/13/2003,1.18,11/5/2003,1.019,11/14/2003,32.37,11/14/2003,1050.35,11/5/2003,4.3522,11/17/2003,94.63
11/14/2003,1.17125,11/6/2003,1.02,11/17/2003,31.73,11/17/2003,1043.63,11/6/2003,4.4081,11/18/2003,94.02
11/17/2003,1.17,11/7/2003,1.023,11/18/2003,33.28,11/18/2003,1034.15,11/7/2003,4.4383,11/19/2003,94.17
11/18/2003,1.17,11/10/2003,1.039,11/19/2003,32.92,11/19/2003,1042.44,11/10/2003,4.4464,11/20/2003,94.11
11/19/2003,1.17,11/11/2003,1.04,11/20/2003,32.86,11/20/2003,1033.65,11/11/2003,4.4464,11/21/2003,94.19
11/20/2003,1.17,11/12/2003,1.027,11/21/2003,31.61,11/21/2003,1035.28,11/12/2003,4.3983,11/24/2003,94.98
11/21/2003,1.17,11/13/2003,1.026,11/24/2003,29.74,11/24/2003,1052.08,11/13/2003,4.269,11/25/2003,94.89
11/24/2003,1.17,11/14/2003,1.018,11/25/2003,29.77,11/25/2003,1053.89,11/14/2003,4.2171,11/26/2003,94.43
11/25/2003,1.17,11/17/2003,1.016,11/26/2003,30.41,11/26/2003,1058.45,11/17/2003,4.194,11/28/2003,94.29
11/26/2003,1.17,11/18/2003,1.017,12/1/2003,29.95,11/28/2003,1058.2,11/18/2003,4.1421,12/1/2003,94.44
11/27/2003,1.17313,11/19/2003,1.02,12/2/2003,30.78,12/1/2003,1070.12,11/19/2003,4.2364,12/2/2003,93.93
11/28/2003,1.17188,11/20/2003,1.016,12/3/2003,31.1,12/2/2003,1066.62,11/20/2003,4.1516,12/3/2003,93.71
12/1/2003,1.17813,11/21/2003,1.013,12/4/2003,31.26,12/3/2003,1064.73,11/21/2003,4.1592,12/4/2003,93.87
12/2/2003,1.18,11/24/2003,1.017,12/5/2003,30.73,12/4/2003,1069.72,11/24/2003,4.2286,12/5/2003,93.53
12/3/2003,1.18,11/25/2003,1.015,12/8/2003,32.1,12/5/2003,1061.5,11/25/2003,4.1841,12/8/2003,93.21
12/4/2003,1.18,11/26/2003,1.015,12/9/2003,31.76,12/8/2003,1069.3,11/26/2003,4.2459,12/9/2003,93.29
12/5/2003,1.18,11/27/2003,1.011,12/10/2003,31.88,12/9/2003,1060.18,11/27/2003,4.2459,12/10/2003,93.53
12/8/2003,1.17125,11/28/2003,1.023,12/11/2003,31.85,12/10/2003,1059.05,11/28/2003,4.3316,12/11/2003,93.76
12/9/2003,1.17,12/1/2003,1.023,12/12/2003,33.04,12/11/2003,1071.21,12/1/2003,4.3846,12/12/2003,93.39
12/10/2003,1.17,12/2/2003,1.026,12/15/2003,33.18,12/12/2003,1074.14,12/2/2003,4.3787,12/15/2003,93.4
12/11/2003,1.17,12/3/2003,1.026,12/16/2003,32.89,12/15/2003,1068.04,12/3/2003,4.4023,12/16/2003,93.39
12/12/2003,1.16813,12/4/2003,1.024,12/17/2003,33.35,12/16/2003,1075.13,12/4/2003,4.365,12/17/2003,93.33
12/15/2003,1.17,12/5/2003,1.018,12/18/2003,33.71,12/17/2003,1076.48,12/5/2003,4.2303,12/18/2003,93.39
12/16/2003,1.17,12/8/2003,1.016,12/19/2003,33.02,12/18/2003,1089.18,12/8/2003,4.2672,12/19/2003,93.56
12/17/2003,1.17,12/9/2003,1.018,12/22/2003,31.87,12/19/2003,1088.67,12/9/2003,4.3513,12/22/2003,93.4
12/18/2003,1.17,12/10/2003,1.018,12/23/2003,31.95,12/22/2003,1092.94,12/10/2003,4.316,12/23/2003,93.32
12/19/2003,1.17,12/11/2003,1.011,12/24/2003,32.86,12/23/2003,1096.02,12/11/2003,4.2302,12/24/2003,93
12/22/2003,1.17,12/12/2003,1.016,12/29/2003,32.4,12/24/2003,1094.04,12/12/2003,4.2379,12/26/2003,92.97
12/23/2003,1.17,12/15/2003,1.018,12/30/2003,32.79,12/26/2003,1095.89,12/15/2003,4.2574,12/29/2003,92.88
12/24/2003,1.17,12/16/2003,1.022,12/31/2003,32.52,12/29/2003,1109.48,12/16/2003,4.2127,12/30/2003,92.63
12/29/2003,1.1625,12/17/2003,1.017,1/5/2004,33.78,12/30/2003,1109.64,12/17/2003,4.1816,12/31/2003,93.38
12/30/2003,1.155,12/18/2003,1.016,1/6/2004,33.7,12/31/2003,1111.92,12/18/2003,4.1256,1/2/2004,92.13
12/31/2003,1.15188,12/19/2003,1.016,1/7/2004,33.62,1/2/2004,1108.48,12/19/2003,4.1332,1/5/2004,91.6
1/2/2004,1.15,12/22/2003,1.013,1/8/2004,33.98,1/5/2004,1122.22,12/22/2003,4.1679,1/6/2004,91.37
1/5/2004,1.15,12/23/2003,1.014,1/9/2004,34.31,1/6/2004,1123.67,12/23/2003,4.2593,1/7/2004,91.58
1/6/2004,1.15,12/24/2003,1.014,1/12/2004,34.72,1/7/2004,1126.33,12/24/2003,4.1834,1/8/2004,91.18
1/7/2004,1.14,12/25/2003,1.014,1/13/2004,34.43,1/8/2004,1131.92,12/25/2003,4.1833,1/9/2004,90.91
1/8/2004,1.14,12/26/2003,1.012,1/14/2004,34.5,1/9/2004,1121.86,12/26/2003,4.1503,1/12/2004,90.94
1/9/2004,1.14,12/29/2003,1.01,1/15/2004,33.44,1/12/2004,1127.23,12/29/2003,4.2417,1/13/2004,91.05
1/12/2004,1.12,12/30/2003,1.012,1/16/2004,35.07,1/13/2004,1121.22,12/30/2003,4.2573,1/14/2004,91.24
1/13/2004,1.12,12/31/2003,1.015,1/20/2004,36.2,1/14/2004,1130.52,12/31/2003,4.2455,1/15/2004,91.75
1/14/2004,1.12,1/1/2004,1.015,1/21/2004,34.58,1/15/2004,1132.05,1/1/2004,4.2455,1/16/2004,92.26
1/15/2004,1.12,1/2/2004,1.016,1/22/2004,34.93,1/16/2004,1139.83,1/2/2004,4.3794,1/20/2004,91.81
1/16/2004,1.12,1/5/2004,1.014,1/23/2004,34.94,1/20/2004,1138.77,1/5/2004,4.3774,1/21/2004,91.9
1/19/2004,1.12,1/6/2004,1.011,1/26/2004,34.47,1/21/2004,1147.62,1/6/2004,4.271,1/22/2004,91.61
1/20/2004,1.12,1/7/2004,1.008,1/27/2004,34.12,1/22/2004,1143.94,1/7/2004,4.2416,1/23/2004,91.99
1/21/2004,1.12,1/8/2004,1.006,1/28/2004,33.62,1/23/2004,1141.55,1/8/2004,4.2553,1/26/2004,92.13
1/22/2004,1.12,1/9/2004,1.001,1/29/2004,32.81,1/26/2004,1155.37,1/9/2004,4.0803,1/27/2004,91.71
1/23/2004,1.12,1/12/2004,1.001,1/30/2004,33.05,1/27/2004,1144.05,1/12/2004,4.0861,1/28/2004,91.81
1/26/2004,1.12,1/13/2004,1.005,2/2/2004,34.98,1/28/2004,1128.48,1/13/2004,4.011,1/29/2004,92.82
1/27/2004,1.12,1/14/2004,1.005,2/3/2004,34.1,1/29/2004,1134.11,1/14/2004,3.9937,1/30/2004,92.43
1/28/2004,1.12,1/15/2004,1.002,2/4/2004,33.1,1/30/2004,1131.13,1/15/2004,3.9688,2/2/2004,92.57
1/29/2004,1.13125,1/16/2004,1.002,2/5/2004,33.08,2/2/2004,1135.26,1/16/2004,4.0299,2/3/2004,92.33
1/30/2004,1.13,1/19/2004,1.002,2/6/2004,32.48,2/3/2004,1136.03,1/19/2004,4.0298,2/4/2004,92.27
2/2/2004,1.13,1/20/2004,1.006,2/9/2004,32.83,2/4/2004,1126.52,1/20/2004,4.0548,2/5/2004,92.5
2/3/2004,1.13,1/21/2004,1.006,2/10/2004,33.87,2/5/2004,1128.59,1/21/2004,4.0182,2/6/2004,92.02
2/4/2004,1.13,1/22/2004,0.994,2/11/2004,34,2/6/2004,1142.76,1/22/2004,3.953,2/9/2004,92.02
2/5/2004,1.13,1/23/2004,1.006,2/12/2004,33.98,2/9/2004,1139.81,1/23/2004,4.072,2/10/2004,91.84
2/6/2004,1.13,1/26/2004,1.006,2/13/2004,34.56,2/10/2004,1145.54,1/26/2004,4.1301,2/11/2004,91.37
2/9/2004,1.13,1/27/2004,1.007,2/17/2004,35.19,2/11/2004,1157.76,1/27/2004,4.0738,2/12/2004,91.34
2/10/2004,1.13,1/28/2004,1.011,2/18/2004,35.45,2/12/2004,1152.11,1/28/2004,4.1885,2/13/2004,91.38
2/11/2004,1.13,1/29/2004,1.015,2/19/2004,36,2/13/2004,1145.81,1/29/2004,4.1729,2/17/2004,91.1
2/12/2004,1.12188,1/30/2004,1.01,2/20/2004,35.6,2/17/2004,1156.99,1/30/2004,4.1319,2/18/2004,91.29
2/13/2004,1.12,2/2/2004,1.012,2/23/2004,34.35,2/18/2004,1151.82,2/2/2004,4.1455,2/19/2004,91.87
2/16/2004,1.12,2/3/2004,1.013,2/24/2004,34.58,2/19/2004,1147.06,2/3/2004,4.0968,2/20/2004,92.67
2/17/2004,1.12,2/4/2004,1.01,2/25/2004,35.68,2/20/2004,1144.11,2/4/2004,4.1123,2/23/2004,92.54
2/18/2004,1.12,2/5/2004,1.013,2/26/2004,35.51,2/23/2004,1140.99,2/5/2004,4.1669,2/24/2004,92.26
2/19/2004,1.12,2/6/2004,1.01,2/27/2004,36.16,2/24/2004,1139.09,2/6/2004,4.0772,2/25/2004,92.86
2/20/2004,1.12,2/9/2004,1.005,3/1/2004,36.86,2/25/2004,1143.67,2/9/2004,4.052,2/26/2004,93.16
2/23/2004,1.12,2/10/2004,1.016,3/2/2004,36.66,2/26/2004,1144.91,2/10/2004,4.1121,2/27/2004,93.09
2/24/2004,1.12,2/11/2004,1.006,3/3/2004,35.8,2/27/2004,1144.94,2/11/2004,4.0306,3/1/2004,92.9
2/25/2004,1.12,2/12/2004,1.008,3/4/2004,36.64,3/1/2004,1155.96,2/12/2004,4.0441,3/2/2004,93.62
2/26/2004,1.12,2/13/2004,1.004,3/5/2004,37.26,3/2/2004,1149.1,2/13/2004,4.0402,3/3/2004,94.06
2/27/2004,1.12,2/16/2004,1.005,3/8/2004,36.57,3/3/2004,1151.04,2/16/2004,4.0402,3/4/2004,93.59
3/1/2004,1.12,2/17/2004,1.005,3/9/2004,36.28,3/4/2004,1154.88,2/17/2004,4.0383,3/5/2004,93.03
3/2/2004,1.12,2/18/2004,1.004,3/10/2004,36.1,3/5/2004,1156.87,2/18/2004,4.0479,3/8/2004,93.29
3/3/2004,1.12,2/19/2004,1.006,3/11/2004,36.78,3/8/2004,1147.21,2/19/2004,4.0306,3/9/2004,93.01
3/4/2004,1.12,2/20/2004,1.006,3/12/2004,36.19,3/9/2004,1140.58,2/20/2004,4.0961,3/10/2004,93.53
3/5/2004,1.12,2/23/2004,1.008,3/15/2004,37.44,3/10/2004,1123.89,2/23/2004,4.0363,3/11/2004,93.43
3/8/2004,1.11,2/24/2004,1.008,3/16/2004,37.48,3/11/2004,1106.78,2/24/2004,4.0229,3/12/2004,93.85
3/9/2004,1.11,2/25/2004,1.008,3/17/2004,38.18,3/12/2004,1120.57,2/25/2004,4.0075,3/15/2004,93.58
3/10/2004,1.11,2/26/2004,1.006,3/18/2004,37.93,3/15/2004,1104.49,2/26/2004,4.0344,3/16/2004,93.34
3/11/2004,1.11,2/27/2004,1.006,3/19/2004,38.08,3/16/2004,1110.7,2/27/2004,3.9711,3/17/2004,93.32
3/12/2004,1.11,3/1/2004,1.003,3/22/2004,37.11,3/17/2004,1123.75,3/1/2004,3.973,3/18/2004,92.53
3/15/2004,1.11,3/2/2004,1.012,3/23/2004,37.45,3/18/2004,1122.32,3/2/2004,4.0421,3/19/2004,92.84
3/16/2004,1.11,3/3/2004,1.013,3/24/2004,37.01,3/19/2004,1109.78,3/3/2004,4.0498,3/22/2004,92.5
3/17/2004,1.11,3/4/2004,1.012,3/25/2004,35.51,3/22/2004,1095.4,3/4/2004,4.0151,3/23/2004,92.67
3/18/2004,1.11,3/5/2004,1.006,3/26/2004,35.73,3/23/2004,1093.95,3/5/2004,3.8491,3/24/2004,92.89
3/19/2004,1.11,3/8/2004,1.003,3/29/2004,35.45,3/24/2004,1091.33,3/8/2004,3.768,3/25/2004,92.93
3/22/2004,1.11,3/9/2004,1.002,3/30/2004,36.25,3/25/2004,1109.19,3/9/2004,3.7211,3/26/2004,92.96
3/23/2004,1.11,3/10/2004,1.002,3/31/2004,35.76,3/26/2004,1108.06,3/10/2004,3.7285,3/29/2004,92.77
3/24/2004,1.11,3/11/2004,1.003,4/1/2004,34.27,3/29/2004,1122.47,3/11/2004,3.6985,3/30/2004,92.68
3/25/2004,1.11,3/12/2004,1.006,4/2/2004,34.39,3/30/2004,1127,3/12/2004,3.777,3/31/2004,93.11
3/26/2004,1.11,3/15/2004,1,4/5/2004,34.38,3/31/2004,1126.21,3/15/2004,3.7619,4/1/2004,91.92
3/29/2004,1.11,3/16/2004,1.004,4/6/2004,34.97,4/1/2004,1132.17,3/16/2004,3.6794,4/2/2004,92.62
3/30/2004,1.11,3/17/2004,1.002,4/7/2004,36.15,4/2/2004,1141.81,3/17/2004,3.7111,4/5/2004,92.95
3/31/2004,1.11,3/18/2004,1.003,4/8/2004,37.14,4/5/2004,1150.57,3/18/2004,3.7542,4/6/2004,92.79
4/1/2004,1.11,3/19/2004,1.005,4/12/2004,37.84,4/6/2004,1148.16,3/19/2004,3.771,4/7/2004,92.6
4/2/2004,1.11,3/22/2004,1.005,4/13/2004,37.21,4/7/2004,1140.53,3/22/2004,3.7126,4/8/2004,93.11
4/5/2004,1.14,3/23/2004,1.005,4/14/2004,36.72,4/8/2004,1139.32,3/23/2004,3.6901,4/9/2004,93.12
4/6/2004,1.14,3/24/2004,1.004,4/15/2004,37.57,4/12/2004,1145.2,3/24/2004,3.7069,4/12/2004,93.14
4/7/2004,1.14,3/25/2004,1.001,4/16/2004,37.74,4/13/2004,1129.44,3/25/2004,3.7368,4/13/2004,93.65
4/8/2004,1.14,3/26/2004,1.005,4/19/2004,37.42,4/14/2004,1128.17,3/26/2004,3.8292,4/14/2004,94.19
4/13/2004,1.14,3/29/2004,1.009,4/20/2004,37.6,4/15/2004,1128.84,3/29/2004,3.8882,4/15/2004,94.22
4/14/2004,1.14188,3/30/2004,1.003,4/21/2004,35.73,4/16/2004,1134.61,3/30/2004,3.8939,4/16/2004,93.9
4/15/2004,1.15,3/31/2004,1.004,4/22/2004,36.71,4/19/2004,1135.82,3/31/2004,3.8348,4/19/2004,94
4/16/2004,1.15,4/1/2004,1.008,4/23/2004,36.46,4/20/2004,1118.15,4/1/2004,3.8786,4/20/2004,94.4
4/19/2004,1.14938,4/2/2004,1.022,4/26/2004,36.97,4/21/2004,1124.09,4/2/2004,4.1435,4/21/2004,94.81
4/20/2004,1.15,4/5/2004,1.02,4/27/2004,37.53,4/22/2004,1139.93,4/5/2004,4.2064,4/22/2004,94.86
4/21/2004,1.16875,4/6/2004,1.019,4/28/2004,37.46,4/23/2004,1140.6,4/6/2004,4.1475,4/23/2004,94.96
4/22/2004,1.17,4/7/2004,1.016,4/29/2004,37.31,4/26/2004,1135.53,4/7/2004,4.1573,4/26/2004,94.55
4/23/2004,1.17,4/8/2004,1.023,4/30/2004,37.38,4/27/2004,1138.11,4/8/2004,4.1909,4/27/2004,94.48
4/26/2004,1.17,4/9/2004,1.021,5/3/2004,38.21,4/28/2004,1122.41,4/9/2004,4.1909,4/28/2004,95.02
4/27/2004,1.17,4/12/2004,1.02,5/4/2004,38.98,4/29/2004,1113.89,4/12/2004,4.2285,4/29/2004,95.07
4/28/2004,1.17,4/13/2004,1.03,5/5/2004,39.57,4/30/2004,1107.3,4/13/2004,4.3519,4/30/2004,93.88
4/29/2004,1.17875,4/14/2004,1.039,5/6/2004,39.37,5/3/2004,1117.49,4/14/2004,4.364,5/3/2004,95.2
4/30/2004,1.18,4/15/2004,1.036,5/7/2004,39.93,5/4/2004,1119.55,4/15/2004,4.4003,5/4/2004,94.76
5/4/2004,1.18,4/16/2004,1.024,5/10/2004,38.93,5/5/2004,1121.53,4/16/2004,4.3383,5/5/2004,94.33
5/5/2004,1.18,4/19/2004,1.027,5/11/2004,40.06,5/6/2004,1113.99,4/19/2004,4.3845,5/6/2004,94.78
5/6/2004,1.18,4/20/2004,1.046,5/12/2004,40.77,5/7/2004,1098.7,4/20/2004,4.4573,5/7/2004,95.81
5/7/2004,1.19,4/21/2004,1.042,5/13/2004,41.08,5/10/2004,1087.12,4/21/2004,4.423,5/10/2004,96.56
5/10/2004,1.24,4/22/2004,1.038,5/14/2004,41.38,5/11/2004,1095.45,4/22/2004,4.3807,5/11/2004,96.46
5/11/2004,1.24,4/23/2004,1.051,5/17/2004,41.55,5/12/2004,1097.28,4/23/2004,4.4578,5/12/2004,96.14
5/12/2004,1.24,4/26/2004,1.05,5/18/2004,40.54,5/13/2004,1096.44,4/26/2004,4.4336,5/13/2004,96.76
5/13/2004,1.25,4/27/2004,1.046,5/19/2004,41.5,5/14/2004,1095.7,4/27/2004,4.3832,5/14/2004,96.48
5/14/2004,1.26,4/28/2004,1.058,5/20/2004,40.92,5/17/2004,1084.1,4/28/2004,4.4967,5/17/2004,95.99
5/17/2004,1.25813,4/29/2004,1.061,5/21/2004,39.93,5/18/2004,1091.49,4/29/2004,4.5356,5/18/2004,96.13
5/18/2004,1.26,4/30/2004,1.058,5/24/2004,41.72,5/19/2004,1088.68,4/30/2004,4.5053,5/19/2004,95.57
5/19/2004,1.27,5/3/2004,1.0575,5/25/2004,41.14,5/20/2004,1089.19,5/3/2004,4.4993,5/20/2004,95.89
5/20/2004,1.28,5/4/2004,1.066,5/26/2004,40.7,5/21/2004,1093.56,5/4/2004,4.5649,5/21/2004,95.49
5/21/2004,1.28,5/5/2004,1.07,5/27/2004,39.44,5/24/2004,1095.41,5/5/2004,4.5794,5/24/2004,95.58
5/24/2004,1.29,5/6/2004,1.074,5/28/2004,39.88,5/25/2004,1113.05,5/6/2004,4.598,5/25/2004,95.22
5/25/2004,1.29,5/7/2004,1.126,6/1/2004,42.33,5/26/2004,1114.94,5/7/2004,4.7709,5/26/2004,95.05
5/26/2004,1.3,5/10/2004,1.129,6/2/2004,39.96,5/27/2004,1121.28,5/10/2004,4.7921,5/27/2004,94.29
5/27/2004,1.31,5/11/2004,1.12,6/3/2004,39.28,5/28/2004,1120.68,5/11/2004,4.7462,5/28/2004,94.36
5/28/2004,1.315,5/12/2004,1.135,6/4/2004,38.49,6/1/2004,1121.2,5/12/2004,4.805,5/31/2004,95.54
6/1/2004,1.32688,5/13/2004,1.1525,6/7/2004,38.66,6/2/2004,1124.99,5/13/2004,4.8516,6/1/2004,94.52
6/2/2004,1.34,5/14/2004,1.1575,6/8/2004,37.28,6/3/2004,1116.64,5/14/2004,4.7678,6/2/2004,94.3
6/3/2004,1.36,5/17/2004,1.158,6/9/2004,37.54,6/4/2004,1122.5,5/17/2004,4.6887,6/3/2004,94.55
6/4/2004,1.37375,5/18/2004,1.167,6/10/2004,38.45,6/7/2004,1140.42,5/18/2004,4.7341,6/4/2004,94.31
6/7/2004,1.4,5/19/2004,1.184,6/14/2004,37.59,6/8/2004,1142.18,5/19/2004,4.7717,6/7/2004,93.77
6/8/2004,1.41,5/20/2004,1.186,6/15/2004,37.19,6/9/2004,1131.33,5/20/2004,4.7004,6/8/2004,93.88
6/9/2004,1.4275,5/21/2004,1.199,6/16/2004,37.32,6/10/2004,1136.47,5/21/2004,4.7558,6/9/2004,94.32
6/10/2004,1.46875,5/24/2004,1.203,6/17/2004,38.46,6/14/2004,1125.29,5/24/2004,4.732,6/10/2004,94.26
6/11/2004,1.52,5/25/2004,1.204,6/18/2004,38.75,6/15/2004,1132.01,5/25/2004,4.7201,6/11/2004,94.75
6/14/2004,1.54125,5/26/2004,1.209,6/21/2004,37.63,6/16/2004,1133.56,5/26/2004,4.6549,6/14/2004,94.93
6/15/2004,1.56,5/27/2004,1.217,6/22/2004,38.11,6/17/2004,1132.05,5/27/2004,4.5999,6/15/2004,94.53
6/16/2004,1.53375,5/28/2004,1.237,6/23/2004,37.57,6/18/2004,1135.02,5/28/2004,4.6468,6/16/2004,94.93
6/17/2004,1.55,5/31/2004,1.237,6/24/2004,37.93,6/21/2004,1130.3,5/31/2004,4.6468,6/17/2004,94.68
6/18/2004,1.55,6/1/2004,1.249,6/25/2004,37.55,6/22/2004,1134.41,6/1/2004,4.7001,6/18/2004,94.23
6/21/2004,1.55938,6/2/2004,1.278,6/28/2004,36.24,6/23/2004,1144.06,6/2/2004,4.7377,6/21/2004,94.26
6/22/2004,1.55938,6/3/2004,1.292,6/29/2004,35.66,6/24/2004,1140.65,6/3/2004,4.7099,6/22/2004,94.35
6/23/2004,1.57,6/4/2004,1.312,6/30/2004,37.05,6/25/2004,1134.43,6/4/2004,4.7715,6/23/2004,94.36
6/24/2004,1.58625,6/7/2004,1.313,7/1/2004,38.74,6/28/2004,1133.35,6/7/2004,4.7596,6/24/2004,93.62
6/25/2004,1.58,6/8/2004,1.33,7/2/2004,38.39,6/29/2004,1136.2,6/8/2004,4.7615,6/25/2004,93.85
6/28/2004,1.58625,6/9/2004,1.367,7/6/2004,39.65,6/30/2004,1140.84,6/9/2004,4.8055,6/28/2004,93.85
6/29/2004,1.6,6/10/2004,1.4,7/7/2004,39.08,7/1/2004,1128.94,6/10/2004,4.7935,6/29/2004,94.21
6/30/2004,1.61,6/11/2004,1.426,7/8/2004,40.33,7/2/2004,1125.38,6/11/2004,4.7995,6/30/2004,94.3
7/1/2004,1.6,6/14/2004,1.467,7/9/2004,39.96,7/6/2004,1116.21,6/14/2004,4.8698,7/1/2004,93.92
7/2/2004,1.6,6/15/2004,1.423,7/12/2004,39.5,7/7/2004,1118.33,6/15/2004,4.676,7/2/2004,93.5
7/5/2004,1.5775,6/16/2004,1.404,7/13/2004,39.44,7/8/2004,1109.11,6/16/2004,4.7216,7/6/2004,93.62
7/6/2004,1.58,6/17/2004,1.408,7/14/2004,40.97,7/9/2004,1112.81,6/17/2004,4.6779,7/7/2004,93.18
7/7/2004,1.58125,6/18/2004,1.413,7/15/2004,40.77,7/12/2004,1114.35,6/18/2004,4.7096,7/8/2004,93.25
7/8/2004,1.59,6/21/2004,1.418,7/16/2004,41.25,7/13/2004,1115.14,6/21/2004,4.6837,7/9/2004,93.2
7/9/2004,1.59,6/22/2004,1.424,7/19/2004,41.64,7/14/2004,1111.47,6/22/2004,4.7175,7/12/2004,93.1
7/12/2004,1.6,6/23/2004,1.44,7/20/2004,40.86,7/15/2004,1106.69,6/23/2004,4.6956,7/13/2004,93.58
7/13/2004,1.6,6/24/2004,1.45,7/21/2004,40.58,7/16/2004,1101.39,6/24/2004,4.644,7/14/2004,93.32
7/14/2004,1.61,6/25/2004,1.469,7/22/2004,41.36,7/19/2004,1100.9,6/25/2004,4.6459,7/15/2004,93.59
7/15/2004,1.62,6/28/2004,1.491,7/23/2004,41.71,7/20/2004,1108.67,6/28/2004,4.7354,7/16/2004,92.98
7/16/2004,1.63,6/29/2004,1.503,7/26/2004,41.44,7/21/2004,1093.88,6/29/2004,4.6855,7/19/2004,92.83
7/19/2004,1.63,6/30/2004,1.467,7/27/2004,41.84,7/22/2004,1096.84,6/30/2004,4.5806,7/20/2004,93.05
7/20/2004,1.6325,7/1/2004,1.488,7/28/2004,42.9,7/23/2004,1086.2,7/1/2004,4.5629,7/21/2004,93.89
7/21/2004,1.65,7/2/2004,1.462,7/29/2004,42.75,7/26/2004,1084.07,7/2/2004,4.4589,7/22/2004,93.58
7/22/2004,1.66,7/5/2004,1.463,7/30/2004,43.8,7/27/2004,1094.83,7/5/2004,4.4549,7/23/2004,94.07
7/23/2004,1.66,7/6/2004,1.464,8/2/2004,43.82,7/28/2004,1095.42,7/6/2004,4.4743,7/26/2004,94.21
7/26/2004,1.66188,7/7/2004,1.479,8/3/2004,44.15,7/29/2004,1100.43,7/7/2004,4.4743,7/27/2004,94.67
7/27/2004,1.67,7/8/2004,1.488,8/4/2004,42.83,7/30/2004,1101.72,7/8/2004,4.4704,7/28/2004,94.65
7/28/2004,1.68,7/9/2004,1.476,8/5/2004,44.41,8/2/2004,1106.62,7/9/2004,4.4565,7/29/2004,94.55
7/29/2004,1.69375,7/12/2004,1.489,8/6/2004,43.95,8/3/2004,1099.69,7/12/2004,4.4447,7/30/2004,94.56
7/30/2004,1.7,7/13/2004,1.5,8/9/2004,44.84,8/4/2004,1098.63,7/13/2004,4.47,8/2/2004,94.5
8/2/2004,1.69,7/14/2004,1.505,8/10/2004,44.52,8/5/2004,1080.7,7/14/2004,4.4797,8/3/2004,94.23
8/3/2004,1.7,7/15/2004,1.517,8/11/2004,44.8,8/6/2004,1063.97,7/15/2004,4.4797,8/4/2004,94.36
8/4/2004,1.7,7/16/2004,1.498,8/12/2004,45.5,8/9/2004,1065.22,7/16/2004,4.3491,8/5/2004,94.4
8/5/2004,1.71,7/19/2004,1.503,8/13/2004,46.58,8/10/2004,1079.04,7/19/2004,4.3509,8/6/2004,93.58
8/6/2004,1.71,7/20/2004,1.525,8/16/2004,46.05,8/11/2004,1075.79,7/20/2004,4.4441,8/9/2004,93.72
8/9/2004,1.67,7/21/2004,1.535,8/17/2004,46.75,8/12/2004,1063.23,7/21/2004,4.4656,8/10/2004,93.64
8/10/2004,1.68,7/22/2004,1.54,8/18/2004,47.27,8/13/2004,1064.8,7/22/2004,4.444,8/11/2004,94.03
8/11/2004,1.71,7/23/2004,1.547,8/19/2004,48.7,8/16/2004,1079.34,7/23/2004,4.4301,8/12/2004,94.2
8/12/2004,1.71125,7/26/2004,1.562,8/20/2004,47.86,8/17/2004,1081.71,7/26/2004,4.4848,8/13/2004,93.5
