	token0	token1	token2	token3	token4	token5	token6	token7	token8	token9
2470	4	0	1	3	2	5	3	5	5	5
2471	4	4	0	1	3	2	5	5	5	5
2472	0	1	3	3	2	3	5	5	5	5
2473	0	1	3	2	3	5	5	5	5	5
2474	4	0	1	3	2	3	5	5	5	5
2475	0	1	3	2	3	5	5	5	5	5
2476	4	0	1	3	3	2	3	3	5	5
2477	4	0	1	3	3	2	3	3	5	5
2478	4	4	0	1	3	2	5	3	5	5
2479	4	4	0	1	3	2	3	5	5	5
2480	0	1	3	3	2	5	5	5	5	5
2481	4	4	4	0	1	3	3	2	3	3
2482	4	0	1	3	2	3	5	5	5	5
2483	4	4	0	1	3	2	3	5	5	5
2484	4	4	0	1	3	2	3	3	5	5
2485	4	4	0	1	3	2	3	5	5	5
2486	4	0	1	3	3	2	5	3	3	5
2487	4	0	1	3	3	2	5	5	5	5
2488	4	4	4	0	1	3	2	5	5	5
2489	0	1	3	3	2	3	3	5	5	5
2490	4	4	4	0	1	3	2	5	3	5
2491	0	1	3	3	2	3	5	5	5	5
2492	4	0	1	3	2	3	5	5	5	5
2493	4	4	4	0	1	3	2	3	5	5
2494	4	4	4	0	1	3	3	2	4	3
2495	0	1	3	2	3	5	5	5	5	5
2496	0	1	3	2	5	5	5	5	5	5
2497	0	1	3	3	2	5	3	5	5	5
2498	4	4	4	0	1	3	3	2	5	5
2499	0	1	3	2	5	3	5	5	5	5
2500	0	1	3	2	3	5	5	5	5	5
2501	4	4	0	1	3	3	2	5	3	3
2502	4	0	1	3	2	3	5	5	5	5
2503	0	1	3	2	5	3	3	5	5	5
2504	0	1	3	3	2	4	3	5	5	5
2505	0	1	3	2	5	5	5	5	5	5
2506	4	0	1	3	3	2	5	5	5	5
2507	4	0	1	3	3	2	5	5	5	5
2508	4	4	0	1	3	2	4	3	5	5
2509	0	1	3	2	3	5	5	5	5	5
2510	4	4	4	0	1	3	3	2	3	5
2511	0	1	3	3	2	3	5	5	5	5
2512	0	1	3	3	2	5	5	5	5	5
2513	4	0	1	3	2	5	5	5	5	5
2514	4	4	0	1	3	3	2	5	3	3
2515	4	4	0	1	3	2	3	5	5	5
2516	0	1	3	2	5	5	5	5	5	5
2517	4	4	0	1	3	2	5	5	5	5
2518	0	1	3	3	2	3	5	5	5	5
2519	0	1	3	2	3	3	5	5	5	5
2520	0	1	3	2	3	5	5	5	5	5
2521	4	0	1	3	3	2	4	3	5	5
2522	4	0	1	3	3	2	5	5	5	5
2523	4	4	4	0	1	3	2	5	5	5
2524	4	0	1	3	3	2	5	5	5	5
2525	0	1	3	3	2	3	3	5	5	5
2526	0	1	3	2	5	3	3	5	5	5
2527	4	4	0	1	3	3	2	5	5	5
2528	4	4	0	1	3	3	2	3	5	5
2529	0	1	3	2	3	3	5	5	5	5
2530	4	0	1	3	2	5	3	5	5	5
2531	0	1	3	3	2	4	3	5	5	5
2532	0	1	3	3	2	5	5	5	5	5
2533	4	4	4	0	1	3	3	2	3	5
2534	4	0	1	3	2	5	3	5	5	5
2535	0	1	3	3	2	5	5	5	5	5
2536	4	4	0	1	3	2	5	5	5	5
2537	4	0	1	3	2	5	5	5	5	5
2538	4	4	0	1	3	2	3	5	5	5
2539	4	0	1	3	3	2	3	3	5	5
2540	4	0	1	3	2	3	5	5	5	5
2541	4	0	1	3	3	2	4	3	5	5
2542	4	4	0	1	3	3	2	5	5	5
2543	4	4	0	1	3	3	2	5	5	5
2544	4	0	1	3	3	2	5	3	5	5
2545	4	0	1	3	2	5	3	3	5	5
2546	4	4	0	1	3	3	2	5	5	5
2547	4	0	1	3	2	3	5	5	5	5
2548	0	1	3	3	2	5	3	5	5	5
2549	4	0	1	3	2	3	5	5	5	5
2550	4	4	4	0	1	3	3	2	3	5
2551	4	4	4	0	1	3	2	3	3	5
2552	0	1	3	3	2	5	5	5	5	5
2553	0	1	3	3	2	4	3	5	5	5
2554	4	0	1	3	2	5	3	3	5	5
2555	0	1	3	3	2	5	3	5	5	5
2556	4	0	1	3	2	5	5	5	5	5
2557	0	1	3	3	2	3	5	5	5	5
2558	0	1	3	2	3	5	5	5	5	5
2559	4	4	4	0	1	3	2	3	5	5
2560	4	4	0	1	3	3	2	3	3	5
2561	0	1	3	3	2	3	5	5	5	5
2562	0	1	3	3	2	3	5	5	5	5
2563	4	0	1	3	3	2	3	3	5	5
2564	0	1	3	3	2	5	5	5	5	5
2565	4	4	0	1	3	2	5	5	5	5
2566	0	1	3	2	3	5	5	5	5	5
2567	4	4	0	1	3	2	3	5	5	5
2568	0	1	3	2	3	5	5	5	5	5
2569	4	4	0	1	3	2	3	5	5	5
2570	0	1	3	2	5	5	5	5	5	5
2571	4	4	0	1	3	2	5	5	5	5
2572	0	1	3	2	5	5	5	5	5	5
2573	4	0	1	3	2	3	5	5	5	5
2574	0	1	3	2	5	5	5	5	5	5
2575	0	1	3	2	5	5	5	5	5	5
2576	4	4	4	0	1	3	3	2	4	3
2577	4	0	1	3	2	5	3	5	5	5
2578	4	4	0	1	3	2	3	3	5	5
2579	0	1	3	3	2	5	5	5	5	5
2580	0	1	3	3	2	5	5	5	5	5
2581	0	1	3	2	5	5	5	5	5	5
2582	4	4	4	0	1	3	3	2	3	5
2583	0	1	3	3	2	5	3	3	5	5
2584	0	1	3	3	2	3	3	5	5	5
2585	4	4	0	1	3	3	2	3	5	5
2586	0	1	3	2	3	3	5	5	5	5
2587	4	0	1	3	3	2	3	5	5	5
2588	0	1	3	3	2	3	3	5	5	5
2589	4	0	1	3	3	2	3	5	5	5
2590	4	4	0	1	3	2	5	3	5	5
2591	4	0	1	3	3	2	3	5	5	5
2592	0	1	3	2	5	5	5	5	5	5
2593	4	0	1	3	3	2	3	5	5	5
2594	4	0	1	3	2	5	3	5	5	5
2595	0	1	3	3	2	5	5	5	5	5
2596	4	4	0	1	3	3	2	5	3	5
2597	4	0	1	3	2	3	5	5	5	5
2598	4	4	4	0	1	3	3	2	3	5
2599	0	1	3	2	5	5	5	5	5	5
2600	4	4	0	1	3	3	2	5	3	5
2601	4	4	0	1	3	3	2	3	5	5
2602	4	4	4	0	1	3	2	3	5	5
2603	0	1	3	2	3	5	5	5	5	5
2604	0	1	3	2	3	5	5	5	5	5
2605	4	0	1	3	2	3	5	5	5	5
2606	0	1	3	3	2	3	5	5	5	5
2607	0	1	3	3	2	5	5	5	5	5
2608	0	1	3	3	2	3	3	5	5	5
2609	4	0	1	3	3	2	5	5	5	5
2610	4	4	0	1	3	2	5	3	3	5
2611	0	1	3	3	2	5	3	5	5	5
2612	4	0	1	3	2	3	5	5	5	5
2613	4	4	0	1	3	3	2	4	3	5
2614	4	4	0	1	3	2	5	3	5	5
2615	4	4	0	1	3	2	4	3	5	5
2616	4	4	0	1	3	2	3	3	5	5
2617	4	0	1	3	3	2	5	5	5	5
2618	0	1	3	3	2	5	3	3	5	5
2619	0	1	3	2	3	5	5	5	5	5
2620	4	4	4	0	1	3	3	2	5	5
2621	4	4	0	1	3	2	3	5	5	5
2622	4	4	0	1	3	2	3	3	5	5
2623	4	0	1	3	2	5	5	5	5	5
2624	0	1	3	3	2	3	5	5	5	5
2625	4	0	1	3	2	5	3	5	5	5
2626	4	4	4	0	1	3	2	3	3	5
2627	4	4	0	1	3	3	2	5	5	5
2628	0	1	3	3	2	4	3	5	5	5
2629	4	0	1	3	3	2	3	5	5	5
2630	0	1	3	2	5	3	3	5	5	5
2631	0	1	3	2	5	5	5	5	5	5
2632	4	4	0	1	3	2	3	3	5	5
2633	0	1	3	3	2	5	5	5	5	5
2634	4	4	0	1	3	2	3	5	5	5
2635	0	1	3	2	3	3	5	5	5	5
2636	0	1	3	2	3	5	5	5	5	5
2637	4	4	4	0	1	3	3	2	3	5
2638	0	1	3	3	2	5	5	5	5	5
2639	4	0	1	3	3	2	3	3	5	5
2640	4	0	1	3	3	2	4	3	5	5
2641	4	0	1	3	2	5	5	5	5	5
2642	0	1	3	3	2	4	3	5	5	5
2643	0	1	3	3	2	5	5	5	5	5
2644	4	0	1	3	3	2	3	3	5	5
2645	0	1	3	2	3	3	5	5	5	5
2646	4	0	1	3	3	2	5	5	5	5
2647	0	1	3	2	3	3	5	5	5	5
2648	0	1	3	2	3	3	5	5	5	5
2649	4	0	1	3	3	2	5	5	5	5
2650	0	1	3	2	3	5	5	5	5	5
2651	4	4	4	0	1	3	2	5	5	5
2652	0	1	3	3	2	4	3	5	5	5
2653	4	4	4	0	1	3	2	3	5	5
2654	4	4	4	0	1	3	3	2	3	5
2655	0	1	3	2	3	3	5	5	5	5
2656	0	1	3	2	3	5	5	5	5	5
2657	0	1	3	3	2	3	5	5	5	5
2658	4	4	4	0	1	3	2	4	3	5
2659	4	0	1	3	2	3	5	5	5	5
2660	4	0	1	3	3	2	3	3	5	5
2661	0	1	3	2	5	5	5	5	5	5
2662	4	4	4	0	1	3	3	2	5	5
2663	4	4	0	1	3	2	3	5	5	5
2664	4	4	4	0	1	3	2	4	3	5
2665	0	1	3	2	5	5	5	5	5	5
2666	4	0	1	3	2	5	3	5	5	5
2667	0	1	3	2	5	5	5	5	5	5
2668	0	1	3	2	4	3	5	5	5	5
2669	0	1	3	2	3	3	5	5	5	5
2670	4	4	0	1	3	2	3	3	5	5
2671	0	1	3	2	3	5	5	5	5	5
2672	0	1	3	2	4	3	5	5	5	5
2673	4	4	0	1	3	2	3	5	5	5
2674	0	1	3	2	5	5	5	5	5	5
2675	4	0	1	3	2	3	3	5	5	5
2676	0	1	3	3	2	3	5	5	5	5
2677	4	4	0	1	3	2	3	5	5	5
2678	4	4	0	1	3	2	5	3	3	5
2679	4	4	0	1	3	3	2	5	5	5
2680	4	4	4	0	1	3	2	5	5	5
2681	0	1	3	3	2	5	3	5	5	5
2682	0	1	3	2	3	3	5	5	5	5
2683	0	1	3	3	2	5	5	5	5	5
2684	4	0	1	3	2	3	5	5	5	5
2685	4	0	1	3	3	2	3	3	5	5
2686	4	0	1	3	3	2	3	3	5	5
2687	4	4	0	1	3	3	2	5	3	5
2688	4	0	1	3	2	3	3	5	5	5
2689	0	1	3	2	3	5	5	5	5	5
2690	4	4	0	1	3	3	2	3	5	5
2691	0	1	3	2	3	3	5	5	5	5
2692	0	1	3	2	5	5	5	5	5	5
2693	0	1	3	3	2	5	3	5	5	5
2694	4	4	0	1	3	3	2	3	3	5
2695	4	0	1	3	2	5	5	5	5	5
2696	4	4	4	0	1	3	3	2	5	5
2697	4	0	1	3	3	2	5	3	3	5
2698	0	1	3	3	2	3	5	5	5	5
2699	4	0	1	3	2	3	5	5	5	5
2700	4	4	0	1	3	3	2	3	3	5
2701	4	0	1	3	3	2	3	5	5	5
2702	0	1	3	3	2	3	5	5	5	5
2703	4	4	4	0	1	3	3	2	3	5
2704	0	1	3	2	3	3	5	5	5	5
2705	4	4	0	1	3	2	3	5	5	5
2706	0	1	3	3	2	5	3	3	5	5
2707	4	4	4	0	1	3	2	3	5	5
2708	4	0	1	3	3	2	3	3	5	5
2709	4	4	0	1	3	2	5	5	5	5
2710	4	0	1	3	3	2	3	5	5	5
2711	4	0	1	3	3	2	4	3	5	5
2712	4	0	1	3	2	3	3	5	5	5
2713	4	0	1	3	3	2	5	5	5	5
2714	4	4	0	1	3	3	2	4	3	5
2715	0	1	3	2	3	5	5	5	5	5
2716	4	4	4	0	1	3	3	2	4	3
2717	4	4	4	0	1	3	2	5	5	5
2718	4	4	0	1	3	2	3	5	5	5
2719	4	4	0	1	3	3	2	5	5	5
2720	4	0	1	3	3	2	3	5	5	5
2721	0	1	3	2	4	3	5	5	5	5
2722	4	4	0	1	3	2	3	3	5	5
2723	4	0	1	3	3	2	3	5	5	5
2724	0	1	3	2	5	3	3	5	5	5
2725	4	0	1	3	2	3	5	5	5	5
2726	0	1	3	3	2	5	5	5	5	5
2727	4	0	1	3	2	5	3	3	5	5
2728	4	0	1	3	3	2	3	5	5	5
2729	4	4	4	0	1	3	2	5	5	5
2730	4	4	0	1	3	3	2	3	5	5
2731	4	4	0	1	3	2	3	5	5	5
2732	0	1	3	3	2	3	5	5	5	5
2733	4	0	1	3	3	2	5	3	5	5
2734	0	1	3	3	2	3	5	5	5	5
2735	4	0	1	3	3	2	5	3	3	5
2736	4	4	0	1	3	2	5	3	3	5
2737	0	1	3	3	2	5	3	5	5	5
2738	4	0	1	3	3	2	3	3	5	5
2739	4	4	0	1	3	3	2	3	5	5
2740	4	0	1	3	3	2	3	3	5	5
2741	0	1	3	3	2	3	5	5	5	5
2742	4	0	1	3	2	5	5	5	5	5
2743	4	4	4	0	1	3	3	2	3	3
2744	0	1	3	3	2	5	5	5	5	5
2745	0	1	3	2	5	5	5	5	5	5
2746	0	1	3	2	5	5	5	5	5	5
2747	4	4	0	1	3	2	3	5	5	5
2748	4	0	1	3	3	2	5	5	5	5
2749	4	0	1	3	2	3	5	5	5	5
2750	4	0	1	3	3	2	5	5	5	5
2751	0	1	3	2	3	3	5	5	5	5
2752	4	4	4	0	1	3	2	5	5	5
2753	4	0	1	3	3	2	5	5	5	5
2754	0	1	3	3	2	5	5	5	5	5
2755	0	1	3	2	3	5	5	5	5	5
2756	4	4	4	0	1	3	2	5	5	5
2757	0	1	3	3	2	5	5	5	5	5
2758	4	0	1	3	2	3	3	5	5	5
2759	4	0	1	3	2	3	3	5	5	5
2760	0	1	3	3	2	5	3	3	5	5
2761	0	1	3	2	5	5	5	5	5	5
2762	4	4	0	1	3	3	2	5	5	5
2763	4	0	1	3	3	2	5	5	5	5
2764	4	4	0	1	3	3	2	5	5	5
2765	0	1	3	3	2	5	3	5	5	5
2766	0	1	3	3	2	5	3	3	5	5
2767	4	0	1	3	2	5	3	3	5	5
2768	0	1	3	2	4	3	5	5	5	5
2769	0	1	3	3	2	3	5	5	5	5
2770	0	1	3	3	2	3	3	5	5	5
2771	4	0	1	3	2	3	5	5	5	5
2772	4	0	1	3	2	5	5	5	5	5
2773	0	1	3	2	5	3	5	5	5	5
2774	0	1	3	3	2	3	3	5	5	5
2775	4	4	0	1	3	2	4	3	5	5
2776	0	1	3	2	5	3	5	5	5	5
2777	0	1	3	2	5	5	5	5	5	5
2778	4	4	4	0	1	3	3	2	3	5
2779	0	1	3	3	2	5	3	5	5	5
2780	4	4	4	0	1	3	2	3	5	5
2781	4	4	0	1	3	3	2	5	3	3
2782	4	4	0	1	3	2	5	5	5	5
2783	0	1	3	3	2	5	3	3	5	5
2784	4	0	1	3	3	2	3	5	5	5
2785	4	4	0	1	3	3	2	3	3	5
2786	0	1	3	3	2	3	3	5	5	5
2787	4	0	1	3	2	3	5	5	5	5
2788	4	4	4	0	1	3	3	2	3	5
2789	4	0	1	3	2	4	3	5	5	5
2790	0	1	3	3	2	3	5	5	5	5
2791	4	0	1	3	2	5	3	5	5	5
2792	0	1	3	3	2	5	3	3	5	5
2793	0	1	3	2	5	5	5	5	5	5
2794	0	1	3	3	2	5	3	3	5	5
2795	4	4	0	1	3	3	2	4	3	5
2796	0	1	3	2	3	3	5	5	5	5
2797	4	0	1	3	2	3	5	5	5	5
2798	4	4	0	1	3	3	2	5	5	5
2799	4	0	1	3	3	2	4	3	5	5
2800	4	4	0	1	3	2	5	5	5	5
2801	0	1	3	2	3	5	5	5	5	5
2802	4	4	0	1	3	3	2	5	5	5
2803	4	0	1	3	2	5	3	3	5	5
2804	4	4	4	0	1	3	3	2	3	3
2805	4	4	4	0	1	3	3	2	3	3
2806	0	1	3	3	2	3	3	5	5	5
2807	4	4	0	1	3	3	2	5	3	3
2808	0	1	3	3	2	5	5	5	5	5
2809	4	0	1	3	3	2	5	3	3	5
2810	4	0	1	3	2	3	5	5	5	5
2811	0	1	3	3	2	3	3	5	5	5
2812	4	4	0	1	3	2	5	5	5	5
2813	0	1	3	3	2	3	5	5	5	5
2814	4	4	0	1	3	2	5	5	5	5
2815	4	4	0	1	3	2	3	5	5	5
2816	4	4	4	0	1	3	2	4	3	5
2817	4	0	1	3	2	5	5	5	5	5
2818	4	4	4	0	1	3	3	2	3	5
2819	4	4	0	1	3	2	3	3	5	5
2820	4	0	1	3	3	2	4	3	5	5
2821	4	0	1	3	2	3	5	5	5	5
2822	4	0	1	3	3	2	3	3	5	5
2823	4	0	1	3	2	3	5	5	5	5
2824	0	1	3	3	2	3	5	5	5	5
2825	0	1	3	2	5	3	3	5	5	5
2826	4	4	0	1	3	3	2	3	3	5
2827	4	0	1	3	3	2	5	3	5	5
2828	4	0	1	3	3	2	4	3	5	5
2829	0	1	3	2	3	3	5	5	5	5
2830	4	0	1	3	2	3	3	5	5	5
2831	4	4	0	1	3	2	5	5	5	5
2832	0	1	3	2	4	3	5	5	5	5
2833	4	0	1	3	3	2	5	3	5	5
2834	0	1	3	2	3	5	5	5	5	5
2835	0	1	3	2	5	3	3	5	5	5
2836	4	4	4	0	1	3	3	2	5	3
2837	4	4	0	1	3	2	5	3	3	5
2838	4	4	4	0	1	3	2	5	5	5
2839	4	0	1	3	2	3	5	5	5	5
2840	4	4	0	1	3	3	2	4	3	5
2841	4	0	1	3	3	2	3	3	5	5
2842	0	1	3	2	5	5	5	5	5	5
2843	0	1	3	2	5	5	5	5	5	5
2844	0	1	3	2	5	5	5	5	5	5
2845	4	4	0	1	3	3	2	3	3	5
2846	4	0	1	3	3	2	3	5	5	5
2847	4	4	0	1	3	2	5	5	5	5
2848	4	4	0	1	3	2	5	5	5	5
2849	0	1	3	2	5	3	3	5	5	5
2850	4	0	1	3	2	3	5	5	5	5
2851	4	4	4	0	1	3	3	2	3	5
2852	0	1	3	2	3	5	5	5	5	5
2853	0	1	3	3	2	3	3	5	5	5
2854	0	1	3	2	5	5	5	5	5	5
2855	0	1	3	2	5	5	5	5	5	5
2856	4	4	0	1	3	2	3	5	5	5
2857	4	0	1	3	3	2	4	3	5	5
2858	0	1	3	3	2	3	5	5	5	5
2859	0	1	3	3	2	5	5	5	5	5
2860	4	4	0	1	3	2	5	3	5	5
2861	4	4	0	1	3	3	2	5	5	5
2862	4	0	1	3	3	2	3	5	5	5
2863	4	0	1	3	2	3	5	5	5	5
2864	4	4	4	0	1	3	2	3	5	5
2865	4	4	0	1	3	3	2	3	5	5
2866	4	0	1	3	3	2	5	5	5	5
2867	4	4	0	1	3	3	2	3	5	5
2868	0	1	3	3	2	5	5	5	5	5
2869	4	4	0	1	3	2	5	5	5	5
2870	0	1	3	3	2	5	3	5	5	5
2871	4	0	1	3	3	2	3	3	5	5
2872	0	1	3	3	2	3	5	5	5	5
2873	4	0	1	3	2	3	3	5	5	5
2874	4	4	0	1	3	2	3	3	5	5
2875	0	1	3	2	5	3	5	5	5	5
2876	4	0	1	3	2	5	5	5	5	5
2877	4	4	0	1	3	2	5	5	5	5
2878	0	1	3	2	5	5	5	5	5	5
2879	4	0	1	3	2	4	3	5	5	5
2880	4	4	4	0	1	3	3	2	3	3
2881	4	0	1	3	2	5	3	5	5	5
2882	4	0	1	3	3	2	3	5	5	5
2883	0	1	3	3	2	3	5	5	5	5
2884	0	1	3	2	3	5	5	5	5	5
2885	0	1	3	2	3	5	5	5	5	5
2886	0	1	3	2	3	3	5	5	5	5
2887	0	1	3	3	2	3	5	5	5	5
2888	4	0	1	3	2	5	3	3	5	5
2889	0	1	3	2	3	5	5	5	5	5
2890	4	4	4	0	1	3	2	3	3	5
2891	0	1	3	3	2	5	5	5	5	5
2892	0	1	3	2	3	3	5	5	5	5
2893	4	4	4	0	1	3	3	2	3	5
2894	0	1	3	2	3	5	5	5	5	5
2895	0	1	3	3	2	3	3	5	5	5
2896	4	0	1	3	2	3	3	5	5	5
2897	0	1	3	2	5	5	5	5	5	5
2898	4	4	0	1	3	3	2	3	3	5
2899	4	0	1	3	3	2	3	3	5	5
2900	4	4	0	1	3	3	2	5	5	5
2901	4	4	0	1	3	2	5	5	5	5
2902	4	0	1	3	3	2	3	5	5	5
2903	4	4	0	1	3	3	2	3	3	5
2904	4	4	0	1	3	2	3	5	5	5
2905	4	0	1	3	2	5	3	3	5	5
2906	4	4	0	1	3	2	3	5	5	5
2907	4	0	1	3	2	5	3	3	5	5
2908	4	0	1	3	2	3	3	5	5	5
2909	4	4	4	0	1	3	2	5	5	5
2910	0	1	3	3	2	5	3	3	5	5
2911	0	1	3	2	3	5	5	5	5	5
2912	0	1	3	3	2	3	5	5	5	5
2913	4	4	0	1	3	3	2	5	5	5
2914	4	4	4	0	1	3	3	2	5	5
2915	4	4	0	1	3	3	2	3	5	5
2916	4	0	1	3	2	3	3	5	5	5
2917	4	4	0	1	3	3	2	5	5	5
2918	0	1	3	3	2	5	3	3	5	5
2919	4	4	4	0	1	3	2	3	3	5
2920	0	1	3	2	5	5	5	5	5	5
2921	0	1	3	3	2	3	5	5	5	5
2922	0	1	3	3	2	3	5	5	5	5
2923	4	4	0	1	3	3	2	3	5	5
2924	0	1	3	3	2	5	5	5	5	5
2925	0	1	3	2	4	3	5	5	5	5
2926	0	1	3	2	3	3	5	5	5	5
2927	0	1	3	2	5	3	3	5	5	5
2928	0	1	3	2	5	5	5	5	5	5
2929	4	0	1	3	3	2	3	5	5	5
2930	4	4	0	1	3	3	2	3	3	5
2931	4	4	0	1	3	3	2	5	3	3
2932	4	4	0	1	3	2	5	3	5	5
2933	4	4	0	1	3	3	2	5	5	5
2934	4	4	0	1	3	2	3	5	5	5
2935	0	1	3	2	3	5	5	5	5	5
2936	4	4	0	1	3	2	3	5	5	5
2937	0	1	3	2	3	5	5	5	5	5
2938	4	4	0	1	3	2	3	5	5	5
2939	0	1	3	2	3	5	5	5	5	5
2940	4	4	0	1	3	3	2	3	5	5
2941	4	4	4	0	1	3	3	2	3	5
2942	0	1	3	2	3	3	5	5	5	5
2943	4	4	0	1	3	2	5	3	5	5
2944	0	1	3	2	3	5	5	5	5	5
2945	0	1	3	3	2	3	3	5	5	5
2946	4	0	1	3	2	5	3	5	5	5
2947	4	4	0	1	3	2	3	3	5	5
2948	4	4	0	1	3	3	2	5	3	3
2949	4	4	0	1	3	2	3	3	5	5
2950	0	1	3	2	5	5	5	5	5	5
2951	4	4	4	0	1	3	3	2	5	3
2952	4	0	1	3	3	2	5	5	5	5
2953	4	0	1	3	3	2	4	3	5	5
2954	0	1	3	2	3	3	5	5	5	5
2955	4	4	4	0	1	3	2	5	3	3
2956	0	1	3	3	2	4	3	5	5	5
2957	4	4	4	0	1	3	2	4	3	5
2958	4	4	0	1	3	2	4	3	5	5
2959	4	0	1	3	3	2	4	3	5	5
2960	0	1	3	3	2	3	3	5	5	5
2961	4	0	1	3	2	5	3	5	5	5
2962	0	1	3	2	3	5	5	5	5	5
2963	0	1	3	2	5	5	5	5	5	5
2964	0	1	3	2	3	3	5	5	5	5
2965	4	0	1	3	2	4	3	5	5	5
2966	4	4	4	0	1	3	3	2	3	3
2967	0	1	3	2	5	5	5	5	5	5
2968	0	1	3	3	2	3	5	5	5	5
2969	0	1	3	3	2	5	5	5	5	5
2970	4	4	0	1	3	2	3	5	5	5
2971	4	4	0	1	3	2	5	5	5	5
2972	0	1	3	2	3	5	5	5	5	5
2973	4	4	4	0	1	3	3	2	5	5
2974	0	1	3	2	5	3	5	5	5	5
2975	4	0	1	3	3	2	5	5	5	5
2976	0	1	3	3	2	4	3	5	5	5
2977	4	4	4	0	1	3	3	2	3	5
2978	0	1	3	2	3	5	5	5	5	5
2979	4	0	1	3	2	3	5	5	5	5
2980	0	1	3	2	3	3	5	5	5	5
2981	0	1	3	2	4	3	5	5	5	5
2982	0	1	3	2	5	5	5	5	5	5
2983	4	4	0	1	3	2	3	5	5	5
2984	4	0	1	3	2	3	5	5	5	5
2985	4	4	0	1	3	2	3	3	5	5
2986	4	4	0	1	3	2	5	3	3	5
2987	4	0	1	3	3	2	3	5	5	5
2988	4	4	0	1	3	2	3	3	5	5
2989	4	4	0	1	3	3	2	5	3	3
2990	4	4	0	1	3	3	2	5	3	5
2991	4	4	0	1	3	2	3	5	5	5
2992	0	1	3	2	4	3	5	5	5	5
2993	4	0	1	3	2	3	3	5	5	5
2994	4	0	1	3	3	2	3	5	5	5
2995	0	1	3	3	2	3	5	5	5	5
2996	4	0	1	3	2	3	3	5	5	5
2997	0	1	3	3	2	3	3	5	5	5
2998	4	4	0	1	3	3	2	5	3	5
2999	4	4	0	1	3	3	2	3	5	5
3000	0	1	3	2	5	3	5	5	5	5
3001	0	1	3	2	5	3	3	5	5	5
3002	0	1	3	3	2	3	5	5	5	5
3003	0	1	3	3	2	3	5	5	5	5
3004	4	0	1	3	2	3	5	5	5	5
3005	0	1	3	3	2	5	3	5	5	5
3006	0	1	3	2	5	3	3	5	5	5
3007	0	1	3	2	3	3	5	5	5	5
3008	4	4	0	1	3	2	4	3	5	5
3009	4	0	1	3	3	2	3	3	5	5
3010	4	4	4	0	1	3	2	4	3	5
3011	4	0	1	3	3	2	4	3	5	5
3012	4	0	1	3	2	3	5	5	5	5
3013	4	4	0	1	3	2	5	5	5	5
3014	0	1	3	3	2	4	3	5	5	5
3015	0	1	3	2	5	5	5	5	5	5
3016	4	4	0	1	3	2	5	3	5	5
3017	0	1	3	2	5	3	5	5	5	5
3018	4	4	0	1	3	2	5	5	5	5
3019	4	4	0	1	3	2	3	5	5	5
3020	0	1	3	3	2	4	3	5	5	5
3021	4	4	0	1	3	3	2	5	5	5
3022	4	0	1	3	3	2	5	3	3	5
3023	4	0	1	3	3	2	5	3	5	5
3024	4	0	1	3	2	5	5	5	5	5
3025	4	4	0	1	3	2	5	5	5	5
3026	0	1	3	2	5	5	5	5	5	5
3027	4	4	0	1	3	2	5	5	5	5
3028	4	4	0	1	3	3	2	3	5	5
3029	4	4	0	1	3	3	2	5	5	5
3030	0	1	3	2	3	3	5	5	5	5
3031	0	1	3	2	5	3	5	5	5	5
3032	4	0	1	3	2	3	5	5	5	5
3033	4	4	4	0	1	3	2	3	5	5
3034	4	4	0	1	3	2	3	5	5	5
3035	4	0	1	3	3	2	5	3	5	5
3036	4	4	0	1	3	2	3	3	5	5
3037	4	4	0	1	3	2	3	5	5	5
3038	0	1	3	3	2	5	3	5	5	5
3039	4	4	4	0	1	3	3	2	5	5
3040	0	1	3	3	2	3	5	5	5	5
3041	4	0	1	3	3	2	3	3	5	5
3042	0	1	3	2	5	3	5	5	5	5
3043	0	1	3	3	2	5	5	5	5	5
3044	4	4	0	1	3	3	2	3	3	5
3045	4	0	1	3	3	2	3	3	5	5
3046	0	1	3	2	5	3	3	5	5	5
3047	4	4	0	1	3	3	2	3	3	5
3048	4	0	1	3	2	3	5	5	5	5
3049	0	1	3	2	4	3	5	5	5	5
3050	0	1	3	3	2	5	5	5	5	5
3051	0	1	3	3	2	3	5	5	5	5
3052	4	4	0	1	3	2	5	3	5	5
3053	4	0	1	3	2	5	5	5	5	5
3054	4	0	1	3	2	5	3	5	5	5
3055	0	1	3	3	2	3	3	5	5	5
3056	4	4	4	0	1	3	3	2	4	3
3057	4	4	4	0	1	3	3	2	3	5
3058	4	4	0	1	3	3	2	3	3	5
3059	0	1	3	3	2	4	3	5	5	5
3060	4	4	0	1	3	3	2	3	5	5
3061	0	1	3	3	2	5	5	5	5	5
3062	4	4	4	0	1	3	2	3	5	5
3063	4	4	0	1	3	3	2	4	3	5
3064	4	0	1	3	3	2	3	3	5	5
3065	4	0	1	3	2	3	5	5	5	5
3066	4	4	0	1	3	3	2	5	5	5
3067	0	1	3	3	2	3	5	5	5	5
3068	4	4	0	1	3	3	2	5	3	3
3069	0	1	3	3	2	5	3	3	5	5
3070	4	4	4	0	1	3	3	2	3	5
3071	4	4	0	1	3	2	3	5	5	5
3072	4	4	0	1	3	3	2	3	3	5
3073	0	1	3	3	2	3	5	5	5	5
3074	4	4	0	1	3	3	2	5	3	3
3075	4	0	1	3	3	2	5	5	5	5
3076	0	1	3	3	2	3	3	5	5	5
